Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
5271,SUB-DISTRICT,Adoni,Total,0,0,1,"52,503",0,0,0,544.02,495
5271,SUB-DISTRICT,Adoni,Rural,35,1,0,"15,853","2,69,286","1,34,306","1,34,980",437.62,193
5271,SUB-DISTRICT,Adoni,Urban,35,1,1,"36,650","84,661","42,570","42,091",106.4,"1,735"
5272,SUB-DISTRICT,Holagunda,Total,0,0,0,"9,398","1,84,625","91,736","92,889",338.98,149
5272,SUB-DISTRICT,Holagunda,Rural,20,0,0,"9,398","50,592","25,533","25,059",338.98,149
5272,SUB-DISTRICT,Holagunda,Urban,20,0,0,0,"50,592","25,533","25,059",0,0
5273,SUB-DISTRICT,Halaharvi,Total,0,0,0,"7,582",0,0,0,276.06,149
5273,SUB-DISTRICT,Halaharvi,Rural,24,0,0,"7,582","41,123","20,910","20,213",276.06,149
5273,SUB-DISTRICT,Halaharvi,Urban,24,0,0,0,"41,123","20,910","20,213",0,0
5274,SUB-DISTRICT,Alur,Total,0,0,0,"10,278",0,0,0,356.08,157
5274,SUB-DISTRICT,Alur,Rural,18,0,0,"10,278","55,834","28,568","27,266",356.08,157
5274,SUB-DISTRICT,Alur,Urban,18,0,0,0,"55,834","28,568","27,266",0,0
5275,SUB-DISTRICT,Aspari,Total,0,0,0,"12,422",0,0,0,421.29,154
5275,SUB-DISTRICT,Aspari,Rural,20,0,0,"12,422","65,088","33,035","32,053",421.29,154
5275,SUB-DISTRICT,Aspari,Urban,20,0,0,0,"65,088","33,035","32,053",0,0
5276,SUB-DISTRICT,Devanakonda,Total,0,0,0,"14,187",0,0,0,479.58,149
5276,SUB-DISTRICT,Devanakonda,Rural,14,1,0,"14,187","71,237","36,374","34,863",479.58,149
5276,SUB-DISTRICT,Devanakonda,Urban,14,1,0,0,"71,237","36,374","34,863",0,0
5277,SUB-DISTRICT,Krishnagiri,Total,0,0,0,"9,780",0,0,0,375.96,125
5277,SUB-DISTRICT,Krishnagiri,Rural,15,0,0,"9,780","47,103","23,733","23,370",375.96,125
5277,SUB-DISTRICT,Krishnagiri,Urban,15,0,0,0,"47,103","23,733","23,370",0,0
5278,SUB-DISTRICT,Veldurthi,Total,0,0,0,"13,895",0,0,0,324.32,195
5278,SUB-DISTRICT,Veldurthi,Rural,16,0,0,"13,895","63,120","31,929","31,191",324.32,195
5278,SUB-DISTRICT,Veldurthi,Urban,16,0,0,0,"63,120","31,929","31,191",0,0
5279,SUB-DISTRICT,Bethamcherla,Total,0,0,1,"20,828",0,0,0,359.51,247
5279,SUB-DISTRICT,Bethamcherla,Rural,10,0,0,"11,887","88,726","44,426","44,300",333.76,149
5279,SUB-DISTRICT,Bethamcherla,Urban,10,0,1,"8,941","49,732","25,002","24,730",25.75,"1,514"
5280,SUB-DISTRICT,Panyam,Total,0,0,0,"11,332","38,994","19,424","19,570",385.09,134
5280,SUB-DISTRICT,Panyam,Rural,18,0,0,"11,332","51,426","25,619","25,807",385.09,134
5280,SUB-DISTRICT,Panyam,Urban,18,0,0,0,"51,426","25,619","25,807",0,0
5281,SUB-DISTRICT,Gadivemula,Total,0,0,0,"9,947",0,0,0,323.71,132
5281,SUB-DISTRICT,Gadivemula,Rural,14,0,0,"9,947","42,810","21,667","21,143",323.71,132
5281,SUB-DISTRICT,Gadivemula,Urban,14,0,0,0,"42,810","21,667","21,143",0,0
5282,SUB-DISTRICT,Velgode,Total,0,0,0,"11,326",0,0,0,357.59,134
5282,SUB-DISTRICT,Velgode,Rural,7,1,0,"11,326","47,850","24,223","23,627",357.59,134
5282,SUB-DISTRICT,Velgode,Urban,7,1,0,0,"47,850","24,223","23,627",0,0
5283,SUB-DISTRICT,Bandi Atmakur,Total,0,0,0,"12,187",0,0,0,528.57,92
5283,SUB-DISTRICT,Bandi Atmakur,Rural,15,0,0,"12,187","48,592","24,379","24,213",528.57,92
5283,SUB-DISTRICT,Bandi Atmakur,Urban,15,0,0,0,"48,592","24,379","24,213",0,0
5284,SUB-DISTRICT,Nandyal,Total,0,0,1,"60,998",0,0,0,221.54,"1,216"
5284,SUB-DISTRICT,Nandyal,Rural,17,0,0,"13,854","2,69,368","1,35,267","1,34,101",192.66,301
5284,SUB-DISTRICT,Nandyal,Urban,17,0,1,"47,144","57,944","29,441","28,503",28.88,"7,321"
5285,SUB-DISTRICT,Mahanandi,Total,0,0,0,"9,120","2,11,424","1,05,826","1,05,598",253.24,152
5285,SUB-DISTRICT,Mahanandi,Rural,9,0,0,"9,120","38,487","19,431","19,056",253.24,152
5285,SUB-DISTRICT,Mahanandi,Urban,9,0,0,0,"38,487","19,431","19,056",0,0
5286,SUB-DISTRICT,Sirvel,Total,0,0,0,"13,914",0,0,0,174.65,332
5286,SUB-DISTRICT,Sirvel,Rural,12,0,0,"13,914","58,014","29,395","28,619",174.65,332
5286,SUB-DISTRICT,Sirvel,Urban,12,0,0,0,"58,014","29,395","28,619",0,0
5287,SUB-DISTRICT,Gospadu,Total,0,0,0,"10,593",0,0,0,130.19,315
5287,SUB-DISTRICT,Gospadu,Rural,15,0,0,"10,593","41,066","20,550","20,516",130.19,315
5287,SUB-DISTRICT,Gospadu,Urban,15,0,0,0,"41,066","20,550","20,516",0,0
5288,SUB-DISTRICT,Banaganapalle,Total,0,0,2,"23,840",0,0,0,526.82,192
5288,SUB-DISTRICT,Banaganapalle,Rural,36,1,0,"15,868","1,00,954","50,906","50,048",504.4,131
5288,SUB-DISTRICT,Banaganapalle,Urban,36,1,2,"7,972","65,898","33,280","32,618",22.42,"1,564"
5289,SUB-DISTRICT,Dhone,Total,0,0,1,"26,505","35,056","17,626","17,430",563.04,214
5289,SUB-DISTRICT,Dhone,Rural,16,0,0,"13,678","1,20,232","60,558","59,674",558.04,109
5289,SUB-DISTRICT,Dhone,Urban,16,0,1,"12,827","60,960","31,088","29,872",5,"11,854"
5290,SUB-DISTRICT,Pattikonda,Total,0,0,0,"14,410","59,272","29,470","29,802",289.15,238
5290,SUB-DISTRICT,Pattikonda,Rural,11,0,0,"14,410","68,962","34,579","34,383",289.15,238
5290,SUB-DISTRICT,Pattikonda,Urban,11,0,0,0,"68,962","34,579","34,383",0,0
5291,SUB-DISTRICT,Chippagiri,Total,0,0,0,"6,569",0,0,0,294.86,113
5291,SUB-DISTRICT,Chippagiri,Rural,14,0,0,"6,569","33,400","16,875","16,525",294.86,113
5291,SUB-DISTRICT,Chippagiri,Urban,14,0,0,0,"33,400","16,875","16,525",0,0
5292,SUB-DISTRICT,Maddikera (East),Total,0,0,0,"8,089",0,0,0,241.05,153
5292,SUB-DISTRICT,Maddikera (East),Rural,6,2,0,"8,089","36,834","18,653","18,181",241.05,153
5292,SUB-DISTRICT,Maddikera (East),Urban,6,2,0,0,"36,834","18,653","18,181",0,0
5293,SUB-DISTRICT,Tuggali,Total,0,0,0,"12,577",0,0,0,379.9,157
5293,SUB-DISTRICT,Tuggali,Rural,12,0,0,"12,577","59,462","30,466","28,996",379.9,157
5293,SUB-DISTRICT,Tuggali,Urban,12,0,0,0,"59,462","30,466","28,996",0,0
5294,SUB-DISTRICT,Peapally,Total,0,0,0,"16,607",0,0,0,548.48,134
5294,SUB-DISTRICT,Peapally,Rural,18,1,0,"16,607","73,692","37,613","36,079",548.48,134
5294,SUB-DISTRICT,Peapally,Urban,18,1,0,0,"73,692","37,613","36,079",0,0
5295,SUB-DISTRICT,Owk,Total,0,0,1,"12,440",0,0,0,493.02,102
5295,SUB-DISTRICT,Owk,Rural,18,0,0,"10,820","50,452","25,381","25,071",485.18,90
5295,SUB-DISTRICT,Owk,Urban,18,0,1,"1,620","43,838","21,961","21,877",7.84,844
5296,SUB-DISTRICT,Koilkuntla,Total,0,0,0,"12,362","6,614","3,420","3,194",213.42,228
5296,SUB-DISTRICT,Koilkuntla,Rural,17,1,0,"12,362","48,559","23,998","24,561",213.42,228
5296,SUB-DISTRICT,Koilkuntla,Urban,17,1,0,0,"48,559","23,998","24,561",0,0
5297,SUB-DISTRICT,Rudravaram,Total,0,0,0,"11,619",0,0,0,583.97,84
5297,SUB-DISTRICT,Rudravaram,Rural,19,0,0,"11,619","49,003","24,703","24,300",583.97,84
5297,SUB-DISTRICT,Rudravaram,Urban,19,0,0,0,"49,003","24,703","24,300",0,0
5298,SUB-DISTRICT,Allagadda,Total,0,0,0,"19,458",0,0,0,329.96,240
5298,SUB-DISTRICT,Allagadda,Rural,20,0,0,"19,458","79,126","39,669","39,457",329.96,240
5298,SUB-DISTRICT,Allagadda,Urban,20,0,0,0,"79,126","39,669","39,457",0,0
5299,SUB-DISTRICT,Dornipadu,Total,0,0,0,"6,444",0,0,0,100.79,259
5299,SUB-DISTRICT,Dornipadu,Rural,9,0,0,"6,444","26,079","13,023","13,056",100.79,259
5299,SUB-DISTRICT,Dornipadu,Urban,9,0,0,0,"26,079","13,023","13,056",0,0
5300,SUB-DISTRICT,Sanjamala,Total,0,0,0,"9,352",0,0,0,298.23,126
5300,SUB-DISTRICT,Sanjamala,Rural,20,1,0,"9,352","37,537","18,904","18,633",298.23,126
5300,SUB-DISTRICT,Sanjamala,Urban,20,1,0,0,"37,537","18,904","18,633",0,0
5301,SUB-DISTRICT,Kolimigundla,Total,0,0,1,"12,940",0,0,0,333.24,161
5301,SUB-DISTRICT,Kolimigundla,Rural,20,0,0,"9,944","53,601","27,155","26,446",309.44,133
5301,SUB-DISTRICT,Kolimigundla,Urban,20,0,1,"2,996","41,228","20,855","20,373",23.8,520
5302,SUB-DISTRICT,Uyyalawada,Total,0,0,0,"7,077","12,373","6,300","6,073",202.45,139
5302,SUB-DISTRICT,Uyyalawada,Rural,19,1,0,"7,077","28,156","14,012","14,144",202.45,139
5302,SUB-DISTRICT,Uyyalawada,Urban,19,1,0,0,"28,156","14,012","14,144",0,0
5303,SUB-DISTRICT,Chagalamarri,Total,0,0,0,"12,210",0,0,0,373.01,137
5303,SUB-DISTRICT,Chagalamarri,Rural,19,0,0,"12,210","51,132","25,791","25,341",373.01,137
5303,SUB-DISTRICT,Chagalamarri,Urban,19,0,0,0,"51,132","25,791","25,341",0,0
0,DISTRICT,Anantapur,Total,0,0,16,"9,68,160",0,0,0,19130,213
0,DISTRICT,Anantapur,Rural,921,28,0,"7,00,366","40,81,148","20,64,495","20,16,653",18753.11,157
0,DISTRICT,Anantapur,Urban,921,28,16,"2,67,794","29,35,437","14,89,157","14,46,280",376.89,"3,040"
5304,SUB-DISTRICT,D.Hirehal,Total,0,0,0,"9,583","11,45,711","5,75,338","5,70,373",337.32,138
5304,SUB-DISTRICT,D.Hirehal,Rural,17,1,0,"9,583","46,613","23,598","23,015",337.32,138
5304,SUB-DISTRICT,D.Hirehal,Urban,17,1,0,0,"46,613","23,598","23,015",0,0
5305,SUB-DISTRICT,Rayadurg,Total,0,0,1,"20,939",0,0,0,342.21,300
5305,SUB-DISTRICT,Rayadurg,Rural,14,0,0,"8,661","1,02,691","51,887","50,804",292.48,140
5305,SUB-DISTRICT,Rayadurg,Urban,14,0,1,"12,278","40,942","20,976","19,966",49.73,"1,242"
5306,SUB-DISTRICT,Kanekal,Total,0,0,0,"13,923","61,749","30,911","30,838",400.81,162
5306,SUB-DISTRICT,Kanekal,Rural,17,0,0,"13,923","64,979","32,908","32,071",400.81,162
5306,SUB-DISTRICT,Kanekal,Urban,17,0,0,0,"64,979","32,908","32,071",0,0
5307,SUB-DISTRICT,Bommanahal,Total,0,0,0,"11,959",0,0,0,302.53,185
5307,SUB-DISTRICT,Bommanahal,Rural,16,0,0,"11,959","55,989","28,121","27,868",302.53,185
5307,SUB-DISTRICT,Bommanahal,Urban,16,0,0,0,"55,989","28,121","27,868",0,0
5308,SUB-DISTRICT,Vidapanakal,Total,0,0,0,"11,562",0,0,0,376.05,142
5308,SUB-DISTRICT,Vidapanakal,Rural,14,0,0,"11,562","53,476","27,308","26,168",376.05,142
5308,SUB-DISTRICT,Vidapanakal,Urban,14,0,0,0,"53,476","27,308","26,168",0,0
5309,SUB-DISTRICT,Guntakal,Total,0,0,1,"39,077",0,0,0,401.99,427
5309,SUB-DISTRICT,Guntakal,Rural,18,0,0,"10,296","1,71,655","86,048","85,607",361.12,126
5309,SUB-DISTRICT,Guntakal,Urban,18,0,1,"28,781","45,385","23,197","22,188",40.87,"3,090"
5310,SUB-DISTRICT,Gooty,Total,0,0,1,"20,770","1,26,270","62,851","63,419",309.39,287
5310,SUB-DISTRICT,Gooty,Rural,22,0,0,"9,351","88,887","44,362","44,525",287.22,140
5310,SUB-DISTRICT,Gooty,Urban,22,0,1,"11,419","40,229","20,419","19,810",22.17,"2,195"
5311,SUB-DISTRICT,Peddavadugur,Total,0,0,0,"11,129","48,658","23,943","24,715",294.39,155
5311,SUB-DISTRICT,Peddavadugur,Rural,24,0,0,"11,129","45,771","23,311","22,460",294.39,155
5311,SUB-DISTRICT,Peddavadugur,Urban,24,0,0,0,"45,771","23,311","22,460",0,0
5312,SUB-DISTRICT,Yadiki,Total,0,0,0,"13,941",0,0,0,341.27,164
5312,SUB-DISTRICT,Yadiki,Rural,14,0,0,"13,941","56,122","28,411","27,711",341.27,164
5312,SUB-DISTRICT,Yadiki,Urban,14,0,0,0,"56,122","28,411","27,711",0,0
5313,SUB-DISTRICT,Tadpatri,Total,0,0,1,"39,970",0,0,0,361.04,459
5313,SUB-DISTRICT,Tadpatri,Rural,27,0,0,"14,455","1,65,872","83,197","82,675",353.59,163
5313,SUB-DISTRICT,Tadpatri,Urban,27,0,1,"25,515","57,701","29,182","28,519",7.45,"14,520"
5314,SUB-DISTRICT,Peddapappur,Total,0,0,0,"8,604","1,08,171","54,015","54,156",227.71,152
5314,SUB-DISTRICT,Peddapappur,Rural,17,0,0,"8,604","34,629","17,600","17,029",227.71,152
5314,SUB-DISTRICT,Peddapappur,Urban,17,0,0,0,"34,629","17,600","17,029",0,0
5315,SUB-DISTRICT,Pamidi,Total,0,0,0,"13,117",0,0,0,291.03,190
5315,SUB-DISTRICT,Pamidi,Rural,22,0,0,"13,117","55,303","28,035","27,268",291.03,190
5315,SUB-DISTRICT,Pamidi,Urban,22,0,0,0,"55,303","28,035","27,268",0,0
5316,SUB-DISTRICT,Vajrakarur,Total,0,0,0,"11,186",0,0,0,400.15,125
5316,SUB-DISTRICT,Vajrakarur,Rural,16,0,0,"11,186","50,007","25,314","24,693",400.15,125
5316,SUB-DISTRICT,Vajrakarur,Urban,16,0,0,0,"50,007","25,314","24,693",0,0
5317,SUB-DISTRICT,Uravakonda,Total,0,0,1,"18,321",0,0,0,393.32,204
5317,SUB-DISTRICT,Uravakonda,Rural,21,0,0,"10,371","80,201","40,235","39,966",363.04,123
5317,SUB-DISTRICT,Uravakonda,Urban,21,0,1,"7,950","44,636","22,447","22,189",30.28,"1,175"
5318,SUB-DISTRICT,Beluguppa,Total,0,0,0,"10,056","35,565","17,788","17,777",328.75,133
5318,SUB-DISTRICT,Beluguppa,Rural,14,0,0,"10,056","43,735","22,159","21,576",328.75,133
5318,SUB-DISTRICT,Beluguppa,Urban,14,0,0,0,"43,735","22,159","21,576",0,0
5319,SUB-DISTRICT,Gummagatta,Total,0,0,0,"10,147",0,0,0,223.56,220
5319,SUB-DISTRICT,Gummagatta,Rural,11,0,0,"10,147","49,207","24,958","24,249",223.56,220
5319,SUB-DISTRICT,Gummagatta,Urban,11,0,0,0,"49,207","24,958","24,249",0,0
5320,SUB-DISTRICT,Brahmasamudram,Total,0,0,0,"9,363",0,0,0,294.7,146
5320,SUB-DISTRICT,Brahmasamudram,Rural,13,0,0,"9,363","43,162","21,520","21,642",294.7,146
5320,SUB-DISTRICT,Brahmasamudram,Urban,13,0,0,0,"43,162","21,520","21,642",0,0
5321,SUB-DISTRICT,Kalyandurg,Total,0,0,1,"20,621",0,0,0,491.41,183
5321,SUB-DISTRICT,Kalyandurg,Rural,15,0,0,"13,401","89,879","45,307","44,572",479.76,120
5321,SUB-DISTRICT,Kalyandurg,Urban,15,0,1,"7,220","57,551","29,271","28,280",11.65,"2,775"
5322,SUB-DISTRICT,Atmakur,Total,0,0,0,"9,796","32,328","16,036","16,292",310.68,125
5322,SUB-DISTRICT,Atmakur,Rural,8,0,0,"9,796","38,970","20,037","18,933",310.68,125
5322,SUB-DISTRICT,Atmakur,Urban,8,0,0,0,"38,970","20,037","18,933",0,0
5323,SUB-DISTRICT,Kudair,Total,0,0,0,"9,272",0,0,0,391.76,98
5323,SUB-DISTRICT,Kudair,Rural,13,0,0,"9,272","38,312","19,470","18,842",391.76,98
5323,SUB-DISTRICT,Kudair,Urban,13,0,0,0,"38,312","19,470","18,842",0,0
5324,SUB-DISTRICT,Garladinne,Total,0,0,0,"13,192",0,0,0,294.14,183
5324,SUB-DISTRICT,Garladinne,Rural,18,0,0,"13,192","53,780","27,299","26,481",294.14,183
5324,SUB-DISTRICT,Garladinne,Urban,18,0,0,0,"53,780","27,299","26,481",0,0
5325,SUB-DISTRICT,Singanamala,Total,0,0,0,"10,710",0,0,0,319.51,137
5325,SUB-DISTRICT,Singanamala,Rural,19,3,0,"10,710","43,643","22,032","21,611",319.51,137
5325,SUB-DISTRICT,Singanamala,Urban,19,3,0,0,"43,643","22,032","21,611",0,0
5326,SUB-DISTRICT,Putlur,Total,0,0,0,"9,014",0,0,0,342.16,108
5326,SUB-DISTRICT,Putlur,Rural,17,0,0,"9,014","36,902","18,699","18,203",342.16,108
5326,SUB-DISTRICT,Putlur,Urban,17,0,0,0,"36,902","18,699","18,203",0,0
5327,SUB-DISTRICT,Yellanur,Total,0,0,0,"9,162",0,0,0,303.8,118
5327,SUB-DISTRICT,Yellanur,Rural,19,0,0,"9,162","35,732","18,203","17,529",303.8,118
5327,SUB-DISTRICT,Yellanur,Urban,19,0,0,0,"35,732","18,203","17,529",0,0
5328,SUB-DISTRICT,Narpala,Total,0,0,0,"14,255",0,0,0,272.31,202
5328,SUB-DISTRICT,Narpala,Rural,12,0,0,"14,255","54,973","28,026","26,947",272.31,202
5328,SUB-DISTRICT,Narpala,Urban,12,0,0,0,"54,973","28,026","26,947",0,0
5329,SUB-DISTRICT,Bukkaraya Samudram,Total,0,0,0,"16,091",0,0,0,265.59,254
5329,SUB-DISTRICT,Bukkaraya Samudram,Rural,14,0,0,"16,091","67,384","34,582","32,802",265.59,254
5329,SUB-DISTRICT,Bukkaraya Samudram,Urban,14,0,0,0,"67,384","34,582","32,802",0,0
5330,SUB-DISTRICT,Anantapur,Total,0,0,5,"92,905",0,0,0,277.89,"1,396"
5330,SUB-DISTRICT,Anantapur,Rural,16,0,0,"12,440","3,88,023","1,95,645","1,92,378",210.55,254
5330,SUB-DISTRICT,Anantapur,Urban,16,0,5,"80,465","53,567","27,219","26,348",67.34,"4,967"
5331,SUB-DISTRICT,Raptadu,Total,0,0,0,"9,377","3,34,456","1,68,426","1,66,030",266.5,143
5331,SUB-DISTRICT,Raptadu,Rural,11,0,0,"7,796","38,057","19,558","18,499",266.5,120
5331,SUB-DISTRICT,Raptadu,Urban,11,0,0,"1,581","31,900","16,416","15,484",NA,NA
5332,SUB-DISTRICT,Settur,Total,0,0,0,"9,476","6,157","3,142","3,015",326.73,132
5332,SUB-DISTRICT,Settur,Rural,9,1,0,"9,476","43,172","21,955","21,217",326.73,132
5332,SUB-DISTRICT,Settur,Urban,9,1,0,0,"43,172","21,955","21,217",0,0
5333,SUB-DISTRICT,Kundurpi,Total,0,0,0,"11,765",0,0,0,294.18,181
5333,SUB-DISTRICT,Kundurpi,Rural,10,0,0,"11,765","53,180","27,145","26,035",294.18,181
5333,SUB-DISTRICT,Kundurpi,Urban,10,0,0,0,"53,180","27,145","26,035",0,0
5334,SUB-DISTRICT,Kambadur,Total,0,0,0,"11,668",0,0,0,393.85,129
5334,SUB-DISTRICT,Kambadur,Rural,12,0,0,"11,668","50,799","25,972","24,827",393.85,129
5334,SUB-DISTRICT,Kambadur,Urban,12,0,0,0,"50,799","25,972","24,827",0,0
5335,SUB-DISTRICT,Kanaganapalle,Total,0,0,0,"9,481",0,0,0,424.07,94
5335,SUB-DISTRICT,Kanaganapalle,Rural,10,0,0,"9,481","39,673","20,529","19,144",424.07,94
5335,SUB-DISTRICT,Kanaganapalle,Urban,10,0,0,0,"39,673","20,529","19,144",0,0
5336,SUB-DISTRICT,Dharmavaram,Total,0,0,1,"42,891",0,0,0,374.81,460
5336,SUB-DISTRICT,Dharmavaram,Rural,12,1,0,"12,795","1,72,479","88,233","84,246",334.36,151
5336,SUB-DISTRICT,Dharmavaram,Urban,12,1,1,"30,096","50,605","25,983","24,622",40.45,"3,013"
5337,SUB-DISTRICT,Bathalapalle,Total,0,0,0,"10,074","1,21,874","62,250","59,624",230.1,171
5337,SUB-DISTRICT,Bathalapalle,Rural,11,0,0,"10,074","39,373","20,117","19,256",230.1,171
5337,SUB-DISTRICT,Bathalapalle,Urban,11,0,0,0,"39,373","20,117","19,256",0,0
5338,SUB-DISTRICT,Tadimarri,Total,0,0,0,"8,572",0,0,0,257.83,126
5338,SUB-DISTRICT,Tadimarri,Rural,11,0,0,"8,572","32,385","16,426","15,959",257.83,126
5338,SUB-DISTRICT,Tadimarri,Urban,11,0,0,0,"32,385","16,426","15,959",0,0
5339,SUB-DISTRICT,Mudigubba,Total,0,0,0,"15,531",0,0,0,553.95,109
5339,SUB-DISTRICT,Mudigubba,Rural,26,1,0,"15,531","60,469","30,435","30,034",553.95,109
5339,SUB-DISTRICT,Mudigubba,Urban,26,1,0,0,"60,469","30,435","30,034",0,0
5340,SUB-DISTRICT,Talupula,Total,0,0,0,"11,138",0,0,0,430.24,99
5340,SUB-DISTRICT,Talupula,Rural,11,0,0,"11,138","42,392","21,291","21,101",430.24,99
5340,SUB-DISTRICT,Talupula,Urban,11,0,0,0,"42,392","21,291","21,101",0,0
5341,SUB-DISTRICT,Nambulipulikunta,Total,0,0,0,"8,137",0,0,0,362.49,87
5341,SUB-DISTRICT,Nambulipulikunta,Rural,12,0,0,"8,137","31,404","15,750","15,654",362.49,87
5341,SUB-DISTRICT,Nambulipulikunta,Urban,12,0,0,0,"31,404","15,750","15,654",0,0
5342,SUB-DISTRICT,Gandlapenta,Total,0,0,0,"6,687",0,0,0,190.2,138
5342,SUB-DISTRICT,Gandlapenta,Rural,12,1,0,"6,687","26,183","13,191","12,992",190.2,138
5342,SUB-DISTRICT,Gandlapenta,Urban,12,1,0,0,"26,183","13,191","12,992",0,0
5343,SUB-DISTRICT,Kadiri,Total,0,0,1,"29,935",0,0,0,242.69,517
5343,SUB-DISTRICT,Kadiri,Rural,16,0,0,"9,154","1,25,373","62,448","62,925",216.81,166
5343,SUB-DISTRICT,Kadiri,Urban,16,0,1,"20,781","35,944","18,073","17,871",25.88,"3,456"
5344,SUB-DISTRICT,Nallamada,Total,0,0,0,"10,567","89,429","44,375","45,054",272.16,152
5344,SUB-DISTRICT,Nallamada,Rural,10,0,0,"10,567","41,376","20,963","20,413",272.16,152
5344,SUB-DISTRICT,Nallamada,Urban,10,0,0,0,"41,376","20,963","20,413",0,0
5345,SUB-DISTRICT,Bukkapatnam,Total,0,0,0,"10,763",0,0,0,326.11,123
5345,SUB-DISTRICT,Bukkapatnam,Rural,8,0,0,"10,763","40,149","20,089","20,060",326.11,123
5345,SUB-DISTRICT,Bukkapatnam,Urban,8,0,0,0,"40,149","20,089","20,060",0,0
5346,SUB-DISTRICT,Kothacheruvu,Total,0,0,0,"10,696",0,0,0,243.84,160
5346,SUB-DISTRICT,Kothacheruvu,Rural,21,2,0,"10,696","39,046","19,626","19,420",243.84,160
5346,SUB-DISTRICT,Kothacheruvu,Urban,21,2,0,0,"39,046","19,626","19,420",0,0
5347,SUB-DISTRICT,Chennekothapalle,Total,0,0,0,"10,999",0,0,0,365.46,121
5347,SUB-DISTRICT,Chennekothapalle,Rural,11,0,0,"10,999","44,351","22,679","21,672",365.46,121
5347,SUB-DISTRICT,Chennekothapalle,Urban,11,0,0,0,"44,351","22,679","21,672",0,0
5348,SUB-DISTRICT,Ramagiri,Total,0,0,0,"8,063",0,0,0,338.07,101
5348,SUB-DISTRICT,Ramagiri,Rural,10,0,0,"8,063","34,001","17,364","16,637",338.07,101
5348,SUB-DISTRICT,Ramagiri,Urban,10,0,0,0,"34,001","17,364","16,637",0,0
5349,SUB-DISTRICT,Roddam,Total,0,0,0,"11,536",0,0,0,364.11,141
5349,SUB-DISTRICT,Roddam,Rural,20,1,0,"11,536","51,168","25,889","25,279",364.11,141
5349,SUB-DISTRICT,Roddam,Urban,20,1,0,0,"51,168","25,889","25,279",0,0
5350,SUB-DISTRICT,Madakasira,Total,0,0,0,"18,763",0,0,0,334.72,243
5350,SUB-DISTRICT,Madakasira,Rural,19,1,0,"18,763","81,227","41,068","40,159",334.72,243
5350,SUB-DISTRICT,Madakasira,Urban,19,1,0,0,"81,227","41,068","40,159",0,0
5351,SUB-DISTRICT,Amarapuram,Total,0,0,0,"12,132",0,0,0,217.76,256
5351,SUB-DISTRICT,Amarapuram,Rural,8,1,0,"12,132","55,771","27,997","27,774",217.76,256
5351,SUB-DISTRICT,Amarapuram,Urban,8,1,0,0,"55,771","27,997","27,774",0,0
5352,SUB-DISTRICT,Gudibanda,Total,0,0,0,"11,486",0,0,0,242.21,217
5352,SUB-DISTRICT,Gudibanda,Rural,13,0,0,"11,486","52,610","26,964","25,646",242.21,217
5352,SUB-DISTRICT,Gudibanda,Urban,13,0,0,0,"52,610","26,964","25,646",0,0
5353,SUB-DISTRICT,Rolla,Total,0,0,0,"8,805",0,0,0,162.42,246
5353,SUB-DISTRICT,Rolla,Rural,7,0,0,"8,805","39,964","20,350","19,614",162.42,246
5353,SUB-DISTRICT,Rolla,Urban,7,0,0,0,"39,964","20,350","19,614",0,0
5354,SUB-DISTRICT,Agali,Total,0,0,0,"7,963",0,0,0,123.36,294
5354,SUB-DISTRICT,Agali,Rural,8,1,0,"7,963","36,253","18,511","17,742",123.36,294
5354,SUB-DISTRICT,Agali,Urban,8,1,0,0,"36,253","18,511","17,742",0,0
5355,SUB-DISTRICT,Parigi,Total,0,0,0,"13,767",0,0,0,151.39,385
5355,SUB-DISTRICT,Parigi,Rural,16,0,0,"13,767","58,225","30,003","28,222",151.39,385
5355,SUB-DISTRICT,Parigi,Urban,16,0,0,0,"58,225","30,003","28,222",0,0
5356,SUB-DISTRICT,Penukonda,Total,0,0,0,"13,713",0,0,0,302.1,183
5356,SUB-DISTRICT,Penukonda,Rural,16,1,0,"13,713","55,383","28,280","27,103",302.1,183
5356,SUB-DISTRICT,Penukonda,Urban,16,1,0,0,"55,383","28,280","27,103",0,0
5357,SUB-DISTRICT,Puttaparthi,Total,0,0,1,"15,472",0,0,0,236.77,249
5357,SUB-DISTRICT,Puttaparthi,Rural,11,0,0,"13,015","59,000","29,954","29,046",224.2,216
5357,SUB-DISTRICT,Puttaparthi,Urban,11,0,1,"2,457","48,518","24,371","24,147",12.57,834
5358,SUB-DISTRICT,Obuladevaracheruvu,Total,0,0,0,"12,111","10,482","5,583","4,899",273.23,177
5358,SUB-DISTRICT,Obuladevaracheruvu,Rural,14,0,0,"12,111","48,308","24,588","23,720",273.23,177
5358,SUB-DISTRICT,Obuladevaracheruvu,Urban,14,0,0,0,"48,308","24,588","23,720",0,0
5359,SUB-DISTRICT,Nallacheruvu,Total,0,0,0,"7,996",0,0,0,147.1,211
5359,SUB-DISTRICT,Nallacheruvu,Rural,11,0,0,"7,996","31,036","15,550","15,486",147.1,211
5359,SUB-DISTRICT,Nallacheruvu,Urban,11,0,0,0,"31,036","15,550","15,486",0,0
5360,SUB-DISTRICT,Tanakal,Total,0,0,0,"12,211",0,0,0,353.19,136
