Sub District Code,Granularity,Name,Type,villages_Inhabited,villages_Uninhabited,towns,households,Persons,Males,Females,Area,Density
67,SUB-DISTRICT,Ramban,Rural,94,1,0,"28,955","1,58,668","84,140","74,528",754.95,200
67,SUB-DISTRICT,Ramban,Urban,94,1,2,"1,517","1,50,757","79,778","70,979",11.01,719
0,DISTRICT,Kishtwar,Total,0,0,1,"45,209","7,911","4,362","3,549",1644,140
0,DISTRICT,Kishtwar,Rural,155,2,0,"42,499","2,30,696","1,20,165","1,10,531",1643.37,131
0,DISTRICT,Kishtwar,Urban,155,2,1,"2,710","2,15,831","1,11,986","1,03,845",0.63,"23,595"
68,SUB-DISTRICT,Kishtwar,Total,0,0,1,"24,115","14,865","8,179","6,686",780.3,166
68,SUB-DISTRICT,Kishtwar,Rural,82,2,0,"21,405","1,29,489","67,709","61,780",779.67,147
68,SUB-DISTRICT,Kishtwar,Urban,82,2,1,"2,710","1,14,624","59,530","55,094",0.63,"23,595"
69,SUB-DISTRICT,Marwah,Total,0,0,0,"7,106","14,865","8,179","6,686",307.35,116
69,SUB-DISTRICT,Marwah,Rural,27,0,0,"7,106","35,572","18,364","17,208",307.35,116
69,SUB-DISTRICT,Marwah,Urban,27,0,0,0,"35,572","18,364","17,208",0,0
70,SUB-DISTRICT,Chhatroo,Total,0,0,0,"9,729",0,0,0,308.52,143
70,SUB-DISTRICT,Chhatroo,Rural,14,0,0,"9,729","44,087","22,815","21,272",308.52,143
70,SUB-DISTRICT,Chhatroo,Urban,14,0,0,0,"44,087","22,815","21,272",0,0
71,SUB-DISTRICT,Atholi (Paddar),Total,0,0,0,"4,259",0,0,0,248.11,87
71,SUB-DISTRICT,Atholi (Paddar),Rural,32,0,0,"4,259","21,548","11,277","10,271",248.11,87
71,SUB-DISTRICT,Atholi (Paddar),Urban,32,0,0,0,"21,548","11,277","10,271",0,0
0,DISTRICT,Udhampur,Total,0,0,6,"99,240",0,0,0,2637,210
0,DISTRICT,Udhampur,Rural,325,6,0,"78,887","5,54,985","2,96,784","2,58,201",2593.28,172
0,DISTRICT,Udhampur,Urban,325,6,6,"20,353","4,46,777","2,32,974","2,13,803",43.72,"2,475"
72,SUB-DISTRICT,Udhampur,Total,0,0,3,"50,555","1,08,208","63,810","44,398",808.71,341
72,SUB-DISTRICT,Udhampur,Rural,149,3,0,"32,338","2,75,559","1,51,318","1,24,241",771.39,231
72,SUB-DISTRICT,Udhampur,Urban,149,3,3,"18,217","1,77,828","92,989","84,839",37.32,"2,619"
73,SUB-DISTRICT,Chenani,Total,0,0,2,"11,125","97,731","58,329","39,402",312.12,207
73,SUB-DISTRICT,Chenani,Rural,46,1,0,"10,319","64,753","33,624","31,129",310.33,195
73,SUB-DISTRICT,Chenani,Urban,46,1,2,806,"60,568","31,380","29,188",1.79,"2,338"
74,SUB-DISTRICT,Ramnagar,Total,0,0,1,"28,317","4,185","2,244","1,941",1025.65,163
74,SUB-DISTRICT,Ramnagar,Rural,88,2,0,"26,987","1,67,010","86,755","80,255",1020.94,157
74,SUB-DISTRICT,Ramnagar,Urban,88,2,1,"1,330","1,60,718","83,518","77,200",4.71,"1,336"
75,SUB-DISTRICT,Majalta,Total,0,0,0,"9,243","6,292","3,237","3,055",235.35,203
75,SUB-DISTRICT,Majalta,Rural,42,0,0,"9,243","47,663","25,087","22,576",235.35,203
75,SUB-DISTRICT,Majalta,Urban,42,0,0,0,"47,663","25,087","22,576",0,0
0,DISTRICT,Reasi,Total,0,0,5,"56,689",0,0,0,1719,183
0,DISTRICT,Reasi,Rural,253,2,0,"51,659","3,14,667","1,66,461","1,48,206",1679.99,171
0,DISTRICT,Reasi,Urban,253,2,5,"5,030","2,87,671","1,51,481","1,36,190",39.01,692
76,SUB-DISTRICT,Gool-Gulabgarh,Total,0,0,0,"25,782","26,996","14,980","12,016",857.26,172
76,SUB-DISTRICT,Gool-Gulabgarh,Rural,61,0,0,"25,782","1,47,843","78,181","69,662",857.26,172
76,SUB-DISTRICT,Gool-Gulabgarh,Urban,61,0,0,0,"1,47,843","78,181","69,662",0,0
77,SUB-DISTRICT,Reasi,Total,0,0,5,"30,907",0,0,0,861.53,194
77,SUB-DISTRICT,Reasi,Rural,192,2,0,"25,877","1,66,824","88,280","78,544",822.52,170
77,SUB-DISTRICT,Reasi,Urban,192,2,5,"5,030","1,39,828","73,300","66,528",39.01,692
0,DISTRICT,Jammu,Total,0,0,20,"3,14,199","26,996","14,980","12,016",2342,653
0,DISTRICT,Jammu,Rural,780,72,0,"1,59,291","15,29,958","8,13,821","7,16,137",2089.87,366
0,DISTRICT,Jammu,Urban,780,72,20,"1,54,908","7,64,945","4,01,603","3,63,342",252.13,"3,034"
78,SUB-DISTRICT,Akhnoor,Total,0,0,3,"54,133","7,65,013","4,12,218","3,52,795",969.5,258
78,SUB-DISTRICT,Akhnoor,Rural,207,19,0,"48,256","2,50,446","1,33,592","1,16,854",960.77,228
78,SUB-DISTRICT,Akhnoor,Urban,207,19,3,"5,877","2,18,825","1,14,114","1,04,711",8.73,"3,622"
79,SUB-DISTRICT,Jammu,Total,0,0,11,"1,95,906","31,621","19,478","12,143",1069.72,907
79,SUB-DISTRICT,Jammu,Rural,309,11,0,"56,576","9,70,335","5,17,447","4,52,888",848.45,336
79,SUB-DISTRICT,Jammu,Urban,309,11,11,"1,39,330","2,84,890","1,50,516","1,34,374",221.27,"3,098"
80,SUB-DISTRICT,Ranbir Singh Pora,Total,0,0,4,"41,528","6,85,445","3,66,931","3,18,514",245.26,806
80,SUB-DISTRICT,Ranbir Singh Pora,Rural,163,27,0,"35,767","1,97,739","1,04,475","93,264",238.48,711
80,SUB-DISTRICT,Ranbir Singh Pora,Urban,163,27,4,"5,761","1,69,459","89,097","80,362",6.78,"4,171"
81,SUB-DISTRICT,Bishnah,Total,0,0,2,"22,632","28,280","15,378","12,902",158.18,705
81,SUB-DISTRICT,Bishnah,Rural,101,15,0,"18,692","1,11,438","58,307","53,131",142.83,643
81,SUB-DISTRICT,Bishnah,Urban,101,15,2,"3,940","91,771","47,876","43,895",15.35,"1,281"
0,DISTRICT,Samba,Total,0,0,6,"65,385","19,667","10,431","9,236",904,353
0,DISTRICT,Samba,Rural,345,31,0,"54,718","3,18,898","1,69,124","1,49,774",865.24,307
0,DISTRICT,Samba,Urban,345,31,6,"10,667","2,65,283","1,39,365","1,25,918",38.76,"1,383"
82,SUB-DISTRICT,Samba,Total,0,0,6,"65,385","53,615","29,759","23,856",903.65,353
82,SUB-DISTRICT,Samba,Rural,345,31,0,"54,718","3,18,898","1,69,124","1,49,774",864.89,307
82,SUB-DISTRICT,Samba,Urban,345,31,6,"10,667","2,65,283","1,39,365","1,25,918",38.76,"1,383"
0,STATE,HIMACHAL PRADESH,Total,0,0,59,"14,83,280","53,615","29,759","23,856",55673,123
0,STATE,HIMACHAL PRADESH,Rural,"17,882","2,808",0,"13,12,510","68,64,602","34,81,873","33,82,729",55402.18,111
0,STATE,HIMACHAL PRADESH,Urban,"17,882","2,808",59,"1,70,770","61,76,050","31,10,345","30,65,705",270.82,"2,542"
0,DISTRICT,Chamba,Total,0,0,5,"1,02,460","6,88,552","3,71,528","3,17,024",6522,80
0,DISTRICT,Chamba,Rural,"1,110",481,0,"94,596","5,19,080","2,61,320","2,57,760",6501.26,74
0,DISTRICT,Chamba,Urban,"1,110",481,5,"7,864","4,82,972","2,41,963","2,41,009",20.74,"1,741"
83,SUB-DISTRICT,Pangi,Total,0,0,0,"3,952","36,108","19,357","16,751",1515.46,12
83,SUB-DISTRICT,Pangi,Rural,60,46,0,"3,952","18,868","9,579","9,289",1515.46,12
83,SUB-DISTRICT,Pangi,Urban,60,46,0,0,"18,868","9,579","9,289",0,0
84,SUB-DISTRICT,Chaurah,Total,0,0,0,"14,142",0,0,0,1164.89,68
84,SUB-DISTRICT,Chaurah,Rural,181,131,0,"14,142","78,988","40,152","38,836",1164.89,68
84,SUB-DISTRICT,Chaurah,Urban,181,131,0,0,"78,988","40,152","38,836",0,0
85,SUB-DISTRICT,Saluni,Total,0,0,0,"8,815",0,0,0,362.02,132
85,SUB-DISTRICT,Saluni,Rural,132,46,0,"8,815","47,939","24,197","23,742",362.02,132
85,SUB-DISTRICT,Saluni,Urban,132,46,0,0,"47,939","24,197","23,742",0,0
86,SUB-DISTRICT,Bhalai,Total,0,0,0,"4,774",0,0,0,133.25,190
86,SUB-DISTRICT,Bhalai,Rural,78,2,0,"4,774","25,326","12,561","12,765",133.25,190
86,SUB-DISTRICT,Bhalai,Urban,78,2,0,0,"25,326","12,561","12,765",0,0
87,SUB-DISTRICT,Dalhousie,Total,0,0,2,"9,514",0,0,0,159.96,292
87,SUB-DISTRICT,Dalhousie,Rural,119,7,0,"7,507","46,760","24,339","22,421",148.26,244
87,SUB-DISTRICT,Dalhousie,Urban,119,7,2,"2,007","36,160","17,968","18,192",11.7,906
88,SUB-DISTRICT,Bhattiyat,Total,0,0,2,"8,897","10,600","6,371","4,229",248.88,173
88,SUB-DISTRICT,Bhattiyat,Rural,123,10,0,"7,596","42,967","21,550","21,417",244.17,153
88,SUB-DISTRICT,Bhattiyat,Urban,123,10,2,"1,301","37,392","18,535","18,857",4.71,"1,184"
89,SUB-DISTRICT,Sihunta,Total,0,0,0,"8,297","5,575","3,015","2,560",264.19,151
89,SUB-DISTRICT,Sihunta,Rural,80,17,0,"8,297","39,871","19,634","20,237",264.19,151
89,SUB-DISTRICT,Sihunta,Urban,80,17,0,0,"39,871","19,634","20,237",0,0
90,SUB-DISTRICT,Chamba,Total,0,0,1,"35,900",0,0,0,1012.28,177
90,SUB-DISTRICT,Chamba,Rural,241,66,0,"31,344","1,79,253","89,199","90,054",1007.95,158
90,SUB-DISTRICT,Chamba,Urban,241,66,1,"4,556","1,59,320","79,228","80,092",4.33,"4,603"
91,SUB-DISTRICT,Holi,Total,0,0,0,"3,027","19,933","9,971","9,962",716.07,20
91,SUB-DISTRICT,Holi,Rural,46,94,0,"3,027","14,094","7,236","6,858",716.07,20
91,SUB-DISTRICT,Holi,Urban,46,94,0,0,"14,094","7,236","6,858",0,0
92,SUB-DISTRICT,Brahmaur,Total,0,0,0,"5,142",0,0,0,945.01,26
92,SUB-DISTRICT,Brahmaur,Rural,50,62,0,"5,142","25,014","12,873","12,141",945.01,26
92,SUB-DISTRICT,Brahmaur,Urban,50,62,0,0,"25,014","12,873","12,141",0,0
0,DISTRICT,Kangra,Total,0,0,9,"3,38,887",0,0,0,5739,263
0,DISTRICT,Kangra,Rural,"3,617",252,0,"3,18,379","15,10,075","7,50,591","7,59,484",5691.34,250
0,DISTRICT,Kangra,Urban,"3,617",252,9,"20,508","14,23,794","7,05,365","7,18,429",47.66,"1,810"
93,SUB-DISTRICT,Nurpur,Total,0,0,1,"37,267","86,281","45,226","41,055",540.42,327
93,SUB-DISTRICT,Nurpur,Rural,392,27,0,"35,130","1,76,525","90,074","86,451",535.67,311
93,SUB-DISTRICT,Nurpur,Urban,392,27,1,"2,137","1,66,718","84,969","81,749",4.75,"2,065"
94,SUB-DISTRICT,Indora,Total,0,0,1,"16,720","9,807","5,105","4,702",298.13,272
94,SUB-DISTRICT,Indora,Rural,112,4,0,"15,716","81,226","42,226","39,000",288.81,266
94,SUB-DISTRICT,Indora,Urban,112,4,1,"1,004","76,692","39,901","36,791",9.32,486
95,SUB-DISTRICT,Fatehpur,Total,0,0,0,"13,185","4,534","2,325","2,209",305.99,203
95,SUB-DISTRICT,Fatehpur,Rural,223,19,0,"13,185","62,041","31,105","30,936",305.99,203
95,SUB-DISTRICT,Fatehpur,Urban,223,19,0,0,"62,041","31,105","30,936",0,0
96,SUB-DISTRICT,Jawali,Total,0,0,0,"24,532",0,0,0,295.64,381
96,SUB-DISTRICT,Jawali,Rural,195,18,0,"24,532","1,12,746","56,022","56,724",295.64,381
96,SUB-DISTRICT,Jawali,Urban,195,18,0,0,"1,12,746","56,022","56,724",0,0
97,SUB-DISTRICT,Harchakian,Total,0,0,0,"3,125",0,0,0,72.19,192
97,SUB-DISTRICT,Harchakian,Rural,60,2,0,"3,125","13,841","6,746","7,095",72.19,192
97,SUB-DISTRICT,Harchakian,Urban,60,2,0,0,"13,841","6,746","7,095",0,0
98,SUB-DISTRICT,Shahpur,Total,0,0,0,"15,082",0,0,0,244.61,277
98,SUB-DISTRICT,Shahpur,Rural,152,8,0,"15,082","67,758","33,220","34,538",244.61,277
98,SUB-DISTRICT,Shahpur,Urban,152,8,0,0,"67,758","33,220","34,538",0,0
99,SUB-DISTRICT,Dharmsala,Total,0,0,2,"31,328",0,0,0,337.67,404
99,SUB-DISTRICT,Dharmsala,Rural,151,13,0,"20,798","1,36,536","70,178","66,358",319.2,294
99,SUB-DISTRICT,Dharmsala,Urban,151,13,2,"10,530","93,744","47,329","46,415",18.47,"2,317"
100,SUB-DISTRICT,Kangra,Total,0,0,1,"21,432","42,792","22,849","19,943",180.63,540
100,SUB-DISTRICT,Kangra,Rural,161,14,0,"19,182","97,568","49,194","48,374",177.51,496
100,SUB-DISTRICT,Kangra,Urban,161,14,1,"2,250","88,040","44,302","43,738",3.12,"3,054"
101,SUB-DISTRICT,Nagrota Bagwan,Total,0,0,1,"17,068","9,528","4,892","4,636",95.02,809
101,SUB-DISTRICT,Nagrota Bagwan,Rural,157,18,0,"15,658","76,899","38,347","38,552",91.48,776
101,SUB-DISTRICT,Nagrota Bagwan,Urban,157,18,1,"1,410","70,999","35,346","35,653",3.54,"1,667"
102,SUB-DISTRICT,Baroh,Total,0,0,0,"5,725","5,900","3,001","2,899",133.99,192
102,SUB-DISTRICT,Baroh,Rural,161,8,0,"5,725","25,789","12,403","13,386",133.99,192
102,SUB-DISTRICT,Baroh,Urban,161,8,0,0,"25,789","12,403","13,386",0,0
103,SUB-DISTRICT,Dera Gopipur,Total,0,0,1,"27,654",0,0,0,610.64,198
103,SUB-DISTRICT,Dera Gopipur,Rural,282,23,0,"26,503","1,20,783","58,552","62,231",607.37,191
103,SUB-DISTRICT,Dera Gopipur,Urban,282,23,1,"1,151","1,15,967","56,094","59,873",3.27,"1,473"
104,SUB-DISTRICT,Jawalamukhi,Total,0,0,1,"9,740","4,816","2,458","2,358",103.62,420
104,SUB-DISTRICT,Jawalamukhi,Rural,122,12,0,"8,556","43,504","21,186","22,318",99.1,385
104,SUB-DISTRICT,Jawalamukhi,Urban,122,12,1,"1,184","38,143","18,404","19,739",4.52,"1,186"
105,SUB-DISTRICT,Jaswan,Total,0,0,0,"7,486","5,361","2,782","2,579",181.08,180
105,SUB-DISTRICT,Jaswan,Rural,86,14,0,"7,486","32,520","15,907","16,613",181.08,180
105,SUB-DISTRICT,Jaswan,Urban,86,14,0,0,"32,520","15,907","16,613",0,0
106,SUB-DISTRICT,Rakkar,Total,0,0,0,"6,765",0,0,0,114.49,258
106,SUB-DISTRICT,Rakkar,Rural,103,13,0,"6,765","29,503","14,451","15,052",114.49,258
106,SUB-DISTRICT,Rakkar,Urban,103,13,0,0,"29,503","14,451","15,052",0,0
107,SUB-DISTRICT,Khundian,Total,0,0,0,"8,268",0,0,0,190.71,200
107,SUB-DISTRICT,Khundian,Rural,216,13,0,"8,268","38,231","18,607","19,624",190.71,200
107,SUB-DISTRICT,Khundian,Urban,216,13,0,0,"38,231","18,607","19,624",0,0
108,SUB-DISTRICT,Thural,Total,0,0,0,"4,658",0,0,0,57.68,334
108,SUB-DISTRICT,Thural,Rural,84,7,0,"4,658","19,287","9,034","10,253",57.68,334
108,SUB-DISTRICT,Thural,Urban,84,7,0,0,"19,287","9,034","10,253",0,0
109,SUB-DISTRICT,Dhira,Total,0,0,0,"5,298",0,0,0,81.19,272
109,SUB-DISTRICT,Dhira,Rural,113,2,0,"5,298","22,119","10,498","11,621",81.19,272
109,SUB-DISTRICT,Dhira,Urban,113,2,0,0,"22,119","10,498","11,621",0,0
110,SUB-DISTRICT,Jaisinghpur,Total,0,0,0,"15,393",0,0,0,191,320
110,SUB-DISTRICT,Jaisinghpur,Rural,218,4,0,"15,393","61,082","27,938","33,144",191,320
110,SUB-DISTRICT,Jaisinghpur,Urban,218,4,0,0,"61,082","27,938","33,144",0,0
111,SUB-DISTRICT,Palampur,Total,0,0,1,"44,501",0,0,0,429.29,441
111,SUB-DISTRICT,Palampur,Rural,395,14,0,"43,659","1,89,276","93,807","95,469",428.62,433
111,SUB-DISTRICT,Palampur,Urban,395,14,1,842,"1,85,733","91,993","93,740",0.67,"5,288"
112,SUB-DISTRICT,Baijnath,Total,0,0,0,"22,112","3,543","1,814","1,729",296.04,322
112,SUB-DISTRICT,Baijnath,Rural,200,4,0,"22,112","95,229","47,175","48,054",296.04,322
112,SUB-DISTRICT,Baijnath,Urban,200,4,0,0,"95,229","47,175","48,054",0,0
113,SUB-DISTRICT,Multhan,Total,0,0,0,"1,548",0,0,0,979,8
113,SUB-DISTRICT,Multhan,Rural,34,15,0,"1,548","7,612","3,921","3,691",979,8
113,SUB-DISTRICT,Multhan,Urban,34,15,0,0,"7,612","3,921","3,691",0,0
0,DISTRICT,Lahul & Spiti,Total,0,0,0,"6,674",0,0,0,13841,2
0,DISTRICT,Lahul & Spiti,Rural,280,241,0,"6,674","31,564","16,588","14,976",13841,2
0,DISTRICT,Lahul & Spiti,Urban,280,241,0,0,"31,564","16,588","14,976",0,0
114,SUB-DISTRICT,Udaipur,Total,0,0,0,"1,869",0,0,0,1798.54,5
114,SUB-DISTRICT,Udaipur,Rural,66,84,0,"1,869","8,889","4,482","4,407",1798.54,5
114,SUB-DISTRICT,Udaipur,Urban,66,84,0,0,"8,889","4,482","4,407",0,0
115,SUB-DISTRICT,Lahul,Total,0,0,0,"2,222",0,0,0,4923.78,2
115,SUB-DISTRICT,Lahul,Rural,132,8,0,"2,222","10,218","5,415","4,803",4923.78,2
115,SUB-DISTRICT,Lahul,Urban,132,8,0,0,"10,218","5,415","4,803",0,0
116,SUB-DISTRICT,Spiti,Total,0,0,0,"2,583",0,0,0,7118.68,2
116,SUB-DISTRICT,Spiti,Rural,82,149,0,"2,583","12,457","6,691","5,766",7118.68,2
116,SUB-DISTRICT,Spiti,Urban,82,149,0,0,"12,457","6,691","5,766",0,0
0,DISTRICT,Kullu,Total,0,0,5,"94,807",0,0,0,5503,80
0,DISTRICT,Kullu,Rural,314,12,0,"84,358","4,37,903","2,25,452","2,12,451",5485.87,72
0,DISTRICT,Kullu,Urban,314,12,5,"10,449","3,96,512","2,03,269","1,93,243",17.13,"2,416"
117,SUB-DISTRICT,Manali,Total,0,0,1,"12,450","41,391","22,183","19,208",751.73,69
117,SUB-DISTRICT,Manali,Rural,70,5,0,"10,173","51,661","27,710","23,951",748.73,58
117,SUB-DISTRICT,Manali,Urban,70,5,1,"2,277","43,565","22,993","20,572",3,"2,699"
118,SUB-DISTRICT,Kullu,Total,0,0,3,"44,056","8,096","4,717","3,379",2809.04,74
118,SUB-DISTRICT,Kullu,Rural,156,7,0,"36,284","2,06,716","1,06,128","1,00,588",2797.14,63
118,SUB-DISTRICT,Kullu,Urban,156,7,3,"7,772","1,74,835","89,410","85,425",11.9,"2,679"
119,SUB-DISTRICT,Sainj,Total,0,0,0,"5,310","31,881","16,718","15,163",272.02,95
119,SUB-DISTRICT,Sainj,Rural,14,0,0,"5,310","25,908","13,342","12,566",272.02,95
119,SUB-DISTRICT,Sainj,Urban,14,0,0,0,"25,908","13,342","12,566",0,0
120,SUB-DISTRICT,Banjar,Total,0,0,1,"8,642",0,0,0,956.64,46
120,SUB-DISTRICT,Banjar,Rural,31,0,0,"8,242","43,612","22,193","21,419",954.41,44
120,SUB-DISTRICT,Banjar,Urban,31,0,1,400,"42,198","21,445","20,753",2.23,634
121,SUB-DISTRICT,Ani,Total,0,0,0,"12,292","1,414",748,666,300.3,190
121,SUB-DISTRICT,Ani,Rural,17,0,0,"12,292","56,917","29,077","27,840",300.3,190
121,SUB-DISTRICT,Ani,Urban,17,0,0,0,"56,917","29,077","27,840",0,0
122,SUB-DISTRICT,Nermand,Total,0,0,0,"12,057",0,0,0,413.28,128
122,SUB-DISTRICT,Nermand,Rural,26,0,0,"12,057","53,089","27,002","26,087",413.28,128
122,SUB-DISTRICT,Nermand,Urban,26,0,0,0,"53,089","27,002","26,087",0,0
0,DISTRICT,Mandi,Total,0,0,5,"2,19,145",0,0,0,3950,253
0,DISTRICT,Mandi,Rural,"2,850",488,0,"2,03,747","9,99,777","4,98,065","5,01,712",3922.26,239
0,DISTRICT,Mandi,Urban,"2,850",488,5,"15,398","9,37,140","4,66,050","4,71,090",27.74,"2,258"
123,SUB-DISTRICT,Padhar,Total,0,0,0,"10,432","62,637","32,015","30,622",409.48,121
123,SUB-DISTRICT,Padhar,Rural,193,39,0,"10,432","49,357","24,963","24,394",409.48,121
123,SUB-DISTRICT,Padhar,Urban,193,39,0,0,"49,357","24,963","24,394",0,0
124,SUB-DISTRICT,Jogindarnagar,Total,0,0,1,"19,597",0,0,0,277.5,304
124,SUB-DISTRICT,Jogindarnagar,Rural,208,11,0,"18,324","84,470","41,245","43,225",273.25,290
124,SUB-DISTRICT,Jogindarnagar,Urban,208,11,1,"1,273","79,135","38,538","40,597",4.25,"1,255"
125,SUB-DISTRICT,Lad Bharol,Total,0,0,0,"6,438","5,335","2,707","2,628",84.85,304
125,SUB-DISTRICT,Lad Bharol,Rural,146,1,0,"6,438","25,832","11,649","14,183",84.85,304
125,SUB-DISTRICT,Lad Bharol,Urban,146,1,0,0,"25,832","11,649","14,183",0,0
126,SUB-DISTRICT,Sandhol,Total,0,0,0,"4,199",0,0,0,59.42,285
126,SUB-DISTRICT,Sandhol,Rural,57,2,0,"4,199","16,925","8,067","8,858",59.42,285
126,SUB-DISTRICT,Sandhol,Urban,57,2,0,0,"16,925","8,067","8,858",0,0
127,SUB-DISTRICT,Dharmpur,Total,0,0,0,"8,292",0,0,0,115.34,302
127,SUB-DISTRICT,Dharmpur,Rural,95,4,0,"8,292","34,777","16,550","18,227",115.34,302
127,SUB-DISTRICT,Dharmpur,Urban,95,4,0,0,"34,777","16,550","18,227",0,0
128,SUB-DISTRICT,Kotli,Total,0,0,0,"5,775",0,0,0,89.14,290
128,SUB-DISTRICT,Kotli,Rural,64,2,0,"5,775","25,860","12,464","13,396",89.14,290
128,SUB-DISTRICT,Kotli,Urban,64,2,0,0,"25,860","12,464","13,396",0,0
129,SUB-DISTRICT,Sarkaghat,Total,0,0,1,"15,828",0,0,0,146.4,439
129,SUB-DISTRICT,Sarkaghat,Rural,179,1,0,"14,644","64,269","31,222","33,047",143.45,415
129,SUB-DISTRICT,Sarkaghat,Urban,179,1,1,"1,184","59,554","28,700","30,854",2.95,"1,598"
130,SUB-DISTRICT,Bhadrota,Total,0,0,0,"4,934","4,715","2,522","2,193",88.33,244
130,SUB-DISTRICT,Bhadrota,Rural,93,1,0,"4,934","21,542","10,705","10,837",88.33,244
130,SUB-DISTRICT,Bhadrota,Urban,93,1,0,0,"21,542","10,705","10,837",0,0
131,SUB-DISTRICT,Baldwara,Total,0,0,0,"10,107",0,0,0,94.65,463
131,SUB-DISTRICT,Baldwara,Rural,134,5,0,"10,107","43,811","21,444","22,367",94.65,463
131,SUB-DISTRICT,Baldwara,Urban,134,5,0,0,"43,811","21,444","22,367",0,0
132,SUB-DISTRICT,Sundarnagar,Total,0,0,1,"24,005",0,0,0,244.52,455
132,SUB-DISTRICT,Sundarnagar,Rural,160,20,0,"18,155","1,11,351","56,437","54,914",232.21,375
132,SUB-DISTRICT,Sundarnagar,Urban,160,20,1,"5,850","87,007","43,976","43,031",12.31,"1,978"
133,SUB-DISTRICT,Mandi,Total,0,0,2,"47,425","24,344","12,461","11,883",591.27,365
133,SUB-DISTRICT,Mandi,Rural,368,36,0,"40,334","2,16,051","1,08,763","1,07,288",583.04,322
133,SUB-DISTRICT,Mandi,Urban,368,36,2,"7,091","1,87,808","94,438","93,370",8.23,"3,432"
134,SUB-DISTRICT,Aut,Total,0,0,0,"6,032","28,243","14,325","13,918",150.67,205
134,SUB-DISTRICT,Aut,Rural,60,28,0,"6,032","30,893","15,641","15,252",150.67,205
134,SUB-DISTRICT,Aut,Urban,60,28,0,0,"30,893","15,641","15,252",0,0
135,SUB-DISTRICT,Bali Chowki,Total,0,0,0,"7,220",0,0,0,192.12,197
135,SUB-DISTRICT,Bali Chowki,Rural,97,59,0,"7,220","37,913","19,389","18,524",192.12,197
135,SUB-DISTRICT,Bali Chowki,Urban,97,59,0,0,"37,913","19,389","18,524",0,0
136,SUB-DISTRICT,Thunag,Total,0,0,0,"10,872",0,0,0,313.57,160
136,SUB-DISTRICT,Thunag,Rural,172,86,0,"10,872","50,308","25,461","24,847",313.57,160
136,SUB-DISTRICT,Thunag,Urban,172,86,0,0,"50,308","25,461","24,847",0,0
137,SUB-DISTRICT,Chachyot,Total,0,0,0,"12,416",0,0,0,242.35,238
137,SUB-DISTRICT,Chachyot,Rural,156,53,0,"12,416","57,723","28,892","28,831",242.35,238
137,SUB-DISTRICT,Chachyot,Urban,156,53,0,0,"57,723","28,892","28,831",0,0
138,SUB-DISTRICT,Nihri,Total,0,0,0,"6,908",0,0,0,326.89,109
138,SUB-DISTRICT,Nihri,Rural,204,70,0,"6,908","35,569","18,051","17,518",326.89,109
138,SUB-DISTRICT,Nihri,Urban,204,70,0,0,"35,569","18,051","17,518",0,0
139,SUB-DISTRICT,Karsog,Total,0,0,0,"18,665",0,0,0,523.52,178
139,SUB-DISTRICT,Karsog,Rural,464,70,0,"18,665","93,126","47,122","46,004",523.52,178
139,SUB-DISTRICT,Karsog,Urban,464,70,0,0,"93,126","47,122","46,004",0,0
0,DISTRICT,Hamirpur,Total,0,0,4,"1,05,519",0,0,0,1118,407
0,DISTRICT,Hamirpur,Rural,"1,671",54,0,"98,115","4,54,768","2,17,070","2,37,698",1106.39,383
0,DISTRICT,Hamirpur,Urban,"1,671",54,4,"7,404","4,23,338","2,00,748","2,22,590",11.61,"2,707"
140,SUB-DISTRICT,Tira Sujanpur,Total,0,0,1,"10,693","31,430","16,322","15,108",183.91,250
140,SUB-DISTRICT,Tira Sujanpur,Rural,195,10,0,"8,924","46,007","21,624","24,383",180.88,210
140,SUB-DISTRICT,Tira Sujanpur,Urban,195,10,1,"1,769","38,064","17,362","20,702",3.03,"2,621"
141,SUB-DISTRICT,Nadaun,Total,0,0,1,"18,065","7,943","4,262","3,681",182.27,445
141,SUB-DISTRICT,Nadaun,Rural,359,12,0,"17,080","81,089","39,445","41,644",179.99,426
141,SUB-DISTRICT,Nadaun,Urban,359,12,1,985,"76,659","37,179","39,480",2.28,"1,943"
142,SUB-DISTRICT,Galore,Total,0,0,0,"6,043","4,430","2,266","2,164",78.18,345
142,SUB-DISTRICT,Galore,Rural,109,2,0,"6,043","26,957","12,716","14,241",78.18,345
142,SUB-DISTRICT,Galore,Urban,109,2,0,0,"26,957","12,716","14,241",0,0
143,SUB-DISTRICT,Hamirpur,Total,0,0,1,"27,322",0,0,0,229.77,509
143,SUB-DISTRICT,Hamirpur,Rural,374,4,0,"22,972","1,16,948","56,855","60,093",224.53,442
143,SUB-DISTRICT,Hamirpur,Urban,374,4,1,"4,350","99,344","47,799","51,545",5.24,"3,360"
144,SUB-DISTRICT,Barsar,Total,0,0,1,"12,450","17,604","9,056","8,548",167.89,331
144,SUB-DISTRICT,Barsar,Rural,233,16,0,"12,150","55,556","26,655","28,901",166.83,324
144,SUB-DISTRICT,Barsar,Urban,233,16,1,300,"54,103","25,917","28,186",1.06,"1,371"
145,SUB-DISTRICT,Dhatwal,Total,0,0,0,"8,628","1,453",738,715,119.35,315
145,SUB-DISTRICT,Dhatwal,Rural,128,4,0,"8,628","37,621","17,579","20,042",119.35,315
